Dictionary,Code,Name,Text
CCI,E-BD_,Transport system,technical equipment designed to move persons or equipment
CCI,E-BDA,Crane equipment,transport system designed to move materials over short distances
CCI,E-BDB,Transporter system,transport system designed to move materials over larger distances
CCI,E-BDC,Ropeway,transport system designed to move people over larger distances
CCI,E-BE_,Storage equipment,technical equipment designed to store information or materials
CCI,E-BEA,Measuring station,storage equipment designed for measurement data
CCI,E-BEB,Landfill site,storage designed for refuse
CCI,E-BEC,Container space,storage facility designed for containers
CCI,E-BED,Tank farm,"storage facility designed for liquid, gas or other masses in sealed units"
CCI,E-BEE,Pool,storage facility designed for liquids or other masses in open units
CCI,E-BF_,Process plant,technical equipment designed to treat media or materials in a process
CCI,E-BFA,Pumping station,process plant designed to increase pressure
CCI,E-BFB,Treatment pond,process plant designed to treat water
CCI,E-BFC,Sludge treatment plant,process plant designed to treat sludge
CCI,E-BG_,Entertainment system,technical equipment designed for entertainment
CCI,E-BGA,Roller-coaster,entertainment system designed for quick and varied movement
CCI,E-BGB,Merry-go-round,entertainment system designed for circular horizontal movement
CCI,E-BGC,Ferris wheel,entertainment system designed for circular vertical movement
CCI,E-BGD,Flume,entertainment system designed for flow of water
CCI,E-C__,Infrastructure facility,construction entity designed to create physical or technical linkage
CCI,E-CA_,Traffic facility,traffic system designed for traffic to cross over an obstruction
CCI,E-CAB,Tunnel,traffic system designed for traffic to cross under an obstruction
CCI,E-CAC,Transport canal,traffic system designed for water-borne traffic
CCI,E-CAD,Rail network,traffic system designed for traffic on rails
CCI,E-CAE,Road,traffic system designed for vehicular traffic
CCI,E-CAF,Footpath,traffic system designed for pedestrian traffic
CCI,E-CAG,Path,traffic system designed for bicycle and pedestrian traffic
CCI,E-CB_,Terminus,infrastructure facility designed for connections
CCI,E-CBA,Quay,terminus designed for connection between water-borne and other traffic
CCI,E-CBB,Platform,terminus designed for connection between railway and other traffic
CCI,E-CBC,Crossroads,terminus designed for connection between road and other traffic
CCI,E-CBD,Rail terminus,terminus designed for connection with rail transport
CCI,E-CBE,Airport terminal,terminus designed for connection with air transport
CCI,E-CBF,Bus terminus,terminus designed for connection with bus transport
CCI,E-CBG,Ferry terminal,terminus designed for connection with ferry transport
CCI,E-CC_,Parking equipment,infrastructure facility designed for parking vehicles
CCI,E-CCA,Cycle park,parking equipment designed for bicycles
CCI,E-CCB,Car park,parking equipment designed for motor vehicles
CCI,E-CCC,Sidings system,parking equipment designed for trains
CCI,E-CCD,Airfield,parking equipment designed for aeroplanes
CCI,E-CD_,Communication building,infrastructure facility designed to provide communication between people or systems
CCI,E-CDA,Control tower,"communications building designed for control, regulation and monitoring"
CCI,E-CDB,Aerial mast,communications building designed for electromagnetic waves
CCI,E-CDC,Lighthouse,communications building designed to emit optical signals
CCI,E-CDD,Bell tower,communications building designed to emit audio signals
CCI,E-CE_,Water control facility,infrastructure facility designed for masses of water
CCI,E-CEA,Dam,water control facility designed to retain a water level
CCI,E-CEB,Canal,water control facility designed for guided transport of water
CCI,E-CEC,Barrage,water control facility designed to retain a water level with an overflow
CCI,E-CED,Sluice system,water control facility designed to adjust water level
CCI,E-CEE,Mole,water control facility designed to protect a harbour from wave effects
CCI,E-D__,Landscape,construction entity designed to delimit nature
CCI,E-DA_,Natural area,open shaped landscape designed for experiencing and exploiting nature
CCI,E-DAA,Beach,natural area consisting of sand or stone providing access to water
CCI,E-DAB,Dunes,natural area in consisting of hills of sand
CCI,E-DAC,Lake,natural area consisting of a body of standing water
CCI,E-DAD,Meadow,natural area consisting of a moist low-lying area of grass
CCI,E-DAE,Wetland,natural area consisting of shallow water or a very moist area
CCI,E-DAF,Watercourse,natural area consisting of a body of running water
CCI,E-DB_,Recreational area,landscape designed for rest and relaxation
CCI,E-DBA,Garden,recreational area designed for private use
CCI,E-DBB,Park,recreational area designed for public use
CCI,E-DBC,Campsite,recreational area designed for public use allowing for overnight accommodation
CCI,E-DC_,Assembly area,landscape designed for assemblies of large groups of persons
CCI,E-DCA,Meeting place,assembly area designed for several people to hold a meeting
CCI,E-DCB,Market square,assembly area designed for trade
CCI,E-DCC,Training site,assembly area designed for practicing competencies
CCI,E-DCD,Playground,assembly area designed for children
CCI,E-DD_,Production area,landscape designed for production of materials
CCI,E-DDA,Plot,production area designed for construction of a building
CCI,E-DDB,Quarry,production area designed for quarrying raw materials
CCI,E-DDC,Pit,production area designed for excavation of raw materials
CCI,E-DDD,Woodland,production area designed for timber
CCI,E-DDE,Field,production area designed for crops
CCI,E-DE_,Sports field,landscape designed for sporting activities
CCI,E-DEA,Playing field,sports field designed for ball games
CCI,E-DEB,Race track,sports field designed for racing competitions
CCI,E-DEC,Athletics track,sports field designed for athletics
CCI,E-DED,Swimming pool,sports field designed for swimming
CCI,E-E__,Monument,construction entity established to remind people of a person or an event
CCI,E-EA_,Memorial,memorial designed for historical preservation
CCI,E-EAA,Cultural monument,memorial designed to preserve culture
CCI,E-EAB,Ancient monument,memorial designed to preserve ancient history
CCI,E-Z__,Undefined,construction entity with no defined use
CCI,L-A,Ground system,space system which terminates a construction entity downwards
CCI,L-A_,Assembly system,technical system which constitutes a layered construction
CCI,L-AA,Pavement construction,assembly system forming areas for transport
CCI,L-AB,Foundation construction,assembly system forming separation towards underground
CCI,L-AC,Slab construction,assembly system forming horizontal separation
CCI,L-AD,Wall construction,assembly system forming vertical separation
CCI,L-AE,Roof construction,assembly system terminating a construction entity upwards
CCI,L-AF,Stairway construction,assembly system establishing a step-wise link between two or more levels
CCI,L-AG,Ramp construction,assembly system establishing a step-free link between two or more levels
CCI,L-AH,Balcony,assembly system that creates an adjoining outer user space built into wall system or roof system
CCI,L-AJ,Bay window,assembly system that creates an extended inner user space built into wall system
CCI,L-AK,Dormer,assembly system that creates an extended inner user space built into roof system
CCI,L-AL,Roof tower,assembly system that creates an extended inner user space built on top of roof system or construction
CCI,L-AM,Light well,assembly system that creates an extended space for light transmission
CCI,L-B,Wall system,space system which forms and separates space vertically
CCI,L-B_,Structural system,technical system which forms structural construction
CCI,L-B__,Sensing object,object for picking up information and providing a representation
CCI,L-BA,Groundworks structure,structural system forming a regulated volume of underground
CCI,L-BA_,Electric potential sensing object,sensing object for electric potential
CCI,L-BAA,Voltage transformer,"electric potential sensing object, with scalar output"
CCI,L-BAB,Voltage relay,"electric potential sensing object, with Boolean output"
CCI,L-BB,Foundation structure,structural system connecting a construction entity with the underground
CCI,L-BB_,Resistivity Sensing Object,sensing object for resistivity or conductivity
CCI,L-BBA,Electric resistivity sensor,"resistivity sensing object for electric current flow, with scalar output"
CCI,L-BBB,Electric resistivity detector,"resistivity sensing object for electric current flow, with Boolean output"
CCI,L-BBC,Thermal resistivity sensor,"resistivity sensing object for thermal current flow, with scalar output"
